Rank,Company_Name,Headquarters,Sectors,Total_Dataset_Score,Policy_Governance_Score,Transparency_Score,History_Modifier,Record_Count,Years_Tracked,Positive_Effect_Ratio,Has_Modern_Slavery_Policy,Has_Director_Signoff,Has_Board_Oversight,Has_Detailed_Disclosure,Assessment_Date
6720,Personal Group Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6721,Perspex Distribution Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6722,Perthyn,GB,Charity/Non-Profit,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6723,Peter Brett Associates LLP,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6724,Peter Gilding & Co Ltd.,GB,Wholesale,30,25,5,1.2,2,1,1.0,True,True,False,False,2025-07-01
6725,Peter Thompson Group Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6726,Peter Vardy Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6727,Peterborough (Progress Health) Plc,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6728,Perenco,FR,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6729,Perform Group Limited,GB,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6730,Performance Health International Limited,GB,Health and social care,30,25,5,1.2,1,0,1.0,True,True,True,False,2025-07-01
6731,Peri Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6732,Perkins Engines Company Limited,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6733,Perkins+Will,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6734,Turnstone Equityco 1 Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6735,Tuta Care,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6736,Tutco Heating Solutions Group,US,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6737,Twenty Four Seven Recruitment Services Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6738,Twma Group Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6739,Txm Recruit Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6740,Bridgestone,JP,Tire,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6741,Bridgetown Holdings Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6742,Bridgnorth Aluminium Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6743,Bridon-Bekaert the Ropes Group,GB,Metals & steel;Mining,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6744,Bridwey Precision Manufacturing Ltd,GB,Services: General,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6745,Briggs & Forrester (UK) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6746,Briggs & Forrester Group Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6747,Briggs & Stratton,US,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6748,Briggs Commercial Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6749,Brasserie Bar Co Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6750,Phoenix ME Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6751,Peterborough Prison Management Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6752,Petredec (Europe) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6753,Petroleum Geo-Services,NO,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6754,Petroplan Holdings Ltd,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6755,Pets Corner (UK) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6756,Petty Wood & Co Ltd.,GB,Consumer products/retail: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6757,Breckland District Council,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6758,Brenntag,DE,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6759,Brevan Howard Asset Management LLP,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6760,Brickability Limited,GB,Wholesale,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6761,Braid Logistics (UK) Limited,GB,Freight handling,30,25,5,1.2,2,1,1.0,True,True,True,False,2025-07-01
6762,Brainlab Ltd,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6763,Brake Bros Foodservice Limited,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6764,Pgim Financial Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6765,Turner & Co. (Glasgow) Ltd,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6766,Pinkstone Cars Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6767,Pharmacia Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6768,Pharmacosmos UK Ltd,GB,Pharmaceutical,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6769,Pharmathen Holding 4 Ltd,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6770,Philip Dennis Foodservice Ltd,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6771,Philosophy Design Limited,GB,Media & publishing: General,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6772,Brakes Foodservice NI Limited,GB,Consumer products/retail: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6773,Bramall Quicks Dealerships Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6774,Bramhalls Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6775,"Brand Energy & Infrastructure Services UK, Ltd.",GB,Engineering,30,25,5,1.2,2,1,1.0,True,True,False,False,2025-07-01
6776,Branston Holdings Limited,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6777,Bowman Ingredients Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6778,Bowmer & Kirkland Ltd,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6779,Box,US,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6780,Boxes And Packaging (UK) Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6781,Brace's Bakery Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6782,Picador Plc,GB,Automobile & other motor vehicles,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6783,Pickstock Telford Ltd,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6784,Picton Property Income Limited,GB,Finance & banking;Real estate: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6785,Bracknell Forest Council,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6786,Bracknell Forest Homes Limited,GB,Charity/Non-Profit,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6787,Bradbury & Son (Buxton) Limited,GB,Food & beverage,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6788,Bradford City Council,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6789,Bradford Council,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6790,Bradford Diocesan Academies Trust,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6791,Bradford District Care NHS Foundation Trust,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6792,Brady Corporation,US,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6793,Boston Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6794,Boston Scientific,US,Pharmaceutical,30,25,5,1.0,2,1,0.5,True,True,False,False,2025-07-01
6795,Piksel Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6796,Pilgrim Foodservice Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6797,Pillsbury Winthrop Shaw Pittman,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6798,Platinum Topco Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6799,Playtika UK - House of Fun Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6800,Plexus Corp,US,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6801,Plexus Ocean Systems Ltd.,GB,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6802,Plus500 Ltd,IL,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6803,Plusnet plc,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6804,Pinsent Masons International LLP,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6805,Pinsent Masons Services Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6806,Pioneer,JP,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6807,Pioneer Foods (UK) Ltd,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6808,Pipeline Induction Heat Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6809,Pitch International LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6810,PizzaExpress Group Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6811,Places for People Ltd,GB,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6812,Phoenix Mecano Limited,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6813,Photo - ME International P L C,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6814,Polygon Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6815,Polymetal International,GB,Metals & steel,30,25,5,1.2,2,1,1.0,True,True,True,False,2025-07-01
6816,Pontrilas Group Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6817,Plastics Capital  plc,GB,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6818,Platform Securities LLP,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6819,Platinum International Ltd,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6820,Bourne Construction Engineering Ltd,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6821,Bourne Education Trust,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6822,Bourne Group Ltd.,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6823,Boutinot Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6824,Bombardier Transportation (Global Holding) UK Ltd,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6825,Bond Dickinson LLP,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6826,Bonnier Publishing Limited,GB,Media & publishing: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6827,Booker Direct,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6828,Booker Group PLC,GB,Consumer products/retail: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6829,Platinum Personnel Solutions UK Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6830,Portobar Capital Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6831,Portsmouth Aviation Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6832,Trouw (UK) Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6833,Trowers & Hamlins LLP,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6834,True Potential Investments LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6835,Trust Inns Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6836,Trustees of the London Clinic Ltd,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6837,Tulloch Homes Group Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6838,Tunstall Group Holdings Limited,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6839,Plymouth CAST,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6840,Plymouth Community Homes Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6841,Pointer Ltd,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6842,Police Mutual Assurance Society Limited,GB,Insurance,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6843,Polyco Healthline Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6844,Polygon Global Management Limited,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6845,Polygon Global Partners LLP,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6846,Porcelanosa UK Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6847,Port of London Authority Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6848,Port of Tyne plc,GB,"Shipping, ship-building & ship-scrapping",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6849,Portmeirion Group UK Limited,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6850,Boots Hearingcare Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6851,Borchard Lines Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6852,Bord na Móna plc,IE,Renewable energy,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6853,BorgWarner,US,Automobile & other motor vehicles,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6854,Boal U.K. Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6855,Board of Management of North East Scotland College,GB,Charity/Non-Profit,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6856,Board24 Limited,GB,Packaging,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6857,Bob Martin (UK) Ltd,GB,Pharmaceutical,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6858,Bodycote plc,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6859,Bohler-Uddeholm (UK) Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6860,Bokomo Foods (UK) Ltd,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6861,Bollin Group Limited,GB,Entertainment,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6862,Premier Fruits (Covent Garden) Limited,GB,Wholesale,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6863,Portsmouth Water Limited,GB,Utilities: General;Water companies,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6864,Porvair Plc,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6865,Postal Choices Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6866,Postcode Lottery Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6867,Poundstretcher Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6868,Poupart Limited,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6869,Power NI Energy Limited,GB,Utilities: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6870,Powerday PLC,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6871,Powersystems UK Ltd,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6872,Practice Managers Association,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6873,Practicus	 Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6874,Pool Reinsurance Company Limited,GB,Insurance,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6875,Poole Lighting Ltd,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6876,Pope Woodhead & Associates Ltd.,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6877,Poplar Housing and Regeneration Community Association Limited,GB,Charity/Non-Profit,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6878,Precision Liquids Limited,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6879,Prefere Resins UK Limited,GB,Chemical: General,30,25,5,1.2,2,1,1.0,True,True,False,False,2025-07-01
6880,Premex Services,GB,Medical equipment/supplies,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6881,Premier Automotive Ltd.,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6882,Bolton Car Centre Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6883,Bolton at Home Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6884,Boluda Towage UK Limited,GB,"Shipping, ship-building & ship-scrapping",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6885,Blu 3 (UK) Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6886,Blue Earth Diagnostics Limited,GB,Biotechnology,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6887,Blue Inc (UK) Limited,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6888,Blue Motor Finance Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6889,Blue Prism Group plc,GB,Technology: Other,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6890,Blue SKY Intermodal (UK) Ltd.,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6891,Blue Skies,GB,Food & beverage,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6892,Bluefin Insurance Services Limited,GB,Insurance,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6893,Premier Electrics Limited,GB,Unknown,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6894,Primat Recruitment Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6895,Prime Life Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6896,Prince Minerals Limited,GB,Metals & steel;Mining,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6897,Princess Yachts Limited,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6898,Principle Holdings Ltd,GB,"Technology: Electronics, Internet and telecom providers",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6899,Prinovis UK Limited,GB,Unknown,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6900,Premier Modular Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6901,Premier Portfolio Managers Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6902,Premier Rugby Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6903,Premium Timber Products Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6904,Prepaid Financial Services Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6905,Press Metal UK Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6906,Pretty Small Shoes Ltd,GB,Retail,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6907,Prezzo Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6908,"Praxair Techonology, Inc.",US,"Oil, gas & coal",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6909,Precision Castparts Corp.,US,Military/weapons/security equipment: General;Security companies,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6910,Pro-Direct Sport Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6911,ProQuest LLC,US,Technology: Software & web-based/digital services,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6912,Proco Coatings & Laminates Limited,GB,Packaging,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6913,Prodrive Motorsport Limited,GB,Auto parts,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6914,Primafruit Limited,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6915,Bluestones Investment Group Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6916,Blackburn With Darwen Borough Council,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6917,Blackburns Metals Limited,GB,Wholesale,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6918,Blackpool Pleasure Beach Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6919,Bladeroom Holdings Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6920,Blake Morgan Group LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6921,Blanc Aero Industries UK Limited,GB,Machine & machine tools,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6922,Blenheim House Construction Limited,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6923,Blinds 2 Go Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6924,Bloom Procurement Services Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6925,Bloomberg Index Services Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6926,Blackboard (UK) Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6927,Trinseo UK Limited,GB,Chemical: General,30,25,5,1.0,2,1,0.5,True,True,False,False,2025-07-01
6928,TripAdvisor,US,"Technology: Information, communication and social media platforms;Tourism",30,25,5,1.2,2,1,1.0,True,True,True,False,2025-07-01
6929,Tripod Partners Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6930,Tristan Capital Partners Holdings Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6931,Tritax BIG Box Reit PLC,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6932,Triton Construction Ltd,GB,Engineering,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6933,Triton Investments Advisers LLP,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6934,"Triumph Actuation Systems - UK, Ltd.",GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6935,Triumph Motorcycles Group Ltd,GB,Automobile & other motor vehicles,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6936,Triumph Motorcycles Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6937,Troia (UK) Restaurants Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6938,Priority Freight Holdings Limited,GB,Transport: General,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6939,Priory Group Ltd,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6940,Pritex Ltd,GB,Auto parts,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6941,Privilege Project Finance Limited,GB,Finance & banking,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6942,Progress Rail Services UK Limited,GB,Unknown,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6943,Progress Recruitment Solutions (UK) Ltd,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6944,Project Bond Holdco Limited,GB,Chemical: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6945,Projects: by IF,Unknown,"Technology: Electronics, Internet and telecom providers;Technology: Information, communication and social media platforms",30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6946,Prologis,US,Real estate: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6947,Protocol Education Limited,GB,Services: General,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6948,Pruce Newman Pipework Ltd,GB,Metals & steel;Mining,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6949,Trinity Mirror,Unknown,Unknown,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6950,Bloomberg Trading Facility Limited,GB,Finance & banking,30,25,5,1.2,1,0,1.0,True,True,False,False,2025-07-01
6951,Birmingham & Solihull Clinical Commissioning Group,GB,Health and social care,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6952,Birmingham City Council,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,True,False,2025-07-01
6953,Birmingham Community Healthcare NHS Foundation Trust,GB,Public Entities,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
6954,Birmingham Organising Committee for the 2022 Commonwealth Games Limited,GB,Tourism,30,25,5,1.2,1,1,1.0,True,True,False,False,2025-07-01
