Rank,Company_Name,Headquarters,Sectors,Total_Dataset_Score,Policy_Governance_Score,Transparency_Score,History_Modifier,Record_Count,Years_Tracked,Positive_Effect_Ratio,Has_Modern_Slavery_Policy,Has_Director_Signoff,Has_Board_Oversight,Has_Detailed_Disclosure,Assessment_Date
1032,Tulip Ltd,GB,Food & beverage,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
1033,Trumpf Ltd,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1034,Troy Asset Management Limited,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1035,Boeing,US,Aircraft/Airline;Military/defence,32,25,7,1.1,4,3,0.75,True,True,True,False,2025-07-01
1036,Borras Construction Ltd.,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1037,Portman Travel Limited,GB,Tourism,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1038,Post Office Limited (The),GB,Freight handling,32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
1039,Premier Forest Products Limited,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1040,Blue Cross,Unknown,Unknown,32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
1041,BluJay Solutions Limited,GB,Construction,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1042,Bloomsbury Publishing Plc,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1043,Premier Asset Management Group plc,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1044,Pricecheck Toiletries Limited,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1045,Pret A Manger,GB,Coffee;Restaurants & bars,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1046,RJ McLeod (Contractors) Limited,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1047,RHI Magnesita N.V.,AT,Construction & building materials: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1048,RELX Group plc,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1049,Berry Gardens,GB,Agriculture & livestock;Food & beverage,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1050,Bibby Line Group Limited,GB,Diversified/Conglomerates,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1051,Bibby Financial Services Ltd,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1052,Bibby Distribution Limited,GB,Freight handling,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1053,RSA,Unknown,Unknown,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1054,Princes,GB,Fishing;Food & beverage,32,25,7,1.2,5,5,1.0,True,True,True,False,2025-07-01
1055,Blake Morgan LLP,GB,Services: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1056,Blackstone,US,Finance & banking,32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
1057,Primark (part of Associated British Foods),GB,Clothing & textile;Footwear,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
1058,PricewaterhouseCoopers,GB,"Auditing, consulting & accounting",32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1059,Bestway Wholesale Limited,GB,Consumer products/retail: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1060,Bestway (Holdings) Limited,GB,Diversified/Conglomerates,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1061,Bestseller,DK,Clothing & textile;Footwear,32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
1062,Biffa plc,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1063,Quintain Limited,GB,Real estate: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1064,RAC Group Limited,GB,Retail,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1065,R. G. Carter Holdings Ltd,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1066,R&H Hall Ltd,IE,Consumer products/retail: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1067,Procter & Gamble,US,Household products,32,25,7,1.1,3,3,0.667,True,True,False,False,2025-07-01
1068,Bisichi Mining plc,GB,"Oil, gas & coal",32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1069,Trinity College London,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1070,Protec Fire Detection plc,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1071,Workspace Group plc,GB,Finance & banking;Real estate: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1072,Progress Housing Group Limited,GB,Real estate: General,32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
1073,Puma,DE,Clothing & textile;Footwear,32,25,7,1.2,5,5,0.8,True,True,True,False,2025-07-01
1074,Prudential plc,GB,Insurance,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1075,World Courier Group Inc.,US,Freight handling,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1076,QinetiQ,GB,Military/defence,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1077,Qantas Airways,AU,Aircraft/Airline,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1078,3M,US,Diversified/Conglomerates,32,25,7,1.1,3,3,0.667,True,True,True,False,2025-07-01
1079,A Gomez Ltd,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1080,Fircroft Engineering Services Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
1081,FirstPort Limited,GB,Real estate: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
1082,FirstGroup,Unknown,Unknown,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1083,3i,GB,Finance & banking,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
1084,2 Agriculture Limited,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1085,Ørsted,DK,Energy,31,25,6,1.2,8,2,1.0,True,True,True,False,2025-07-01
1086,888 Holdings plc,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1087,wnDirect Limited,GB,Freight handling,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1088,22 Bishopsgate (Devco) Limited,GB,Real estate: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1089,The Perfume Shop Limited,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1090,The Press Association Group Limited,GB,Media & publishing: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1091,The ReThink Group Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1092,The Recruit Venture Group Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1093,The Renewables Infrastructure Group Limited,GB,Renewable energy,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1094,AAH Pharmaceuticals Limited,GB,Health and social care,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1095,AEGIS Managing Agency Limited,GB,Insurance,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1096,AECOM,US,Engineering,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1097,The Original Factory Shop Limited,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1098,The Open University,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1099,The Number UK Limited,GB,"Technology: Electronics, Internet and telecom providers",31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1100,The Norinchukin Bank,JP,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1101,The National Magazine Company Limited,GB,Media & publishing: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1102,The Right Fuelcard Company Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1103,A.L.E UK Holdings Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1104,A.J.N. Steelstock Ltd.,GB,Metals & steel;Mining,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1105,A. Poortman (London) Ltd.,GB,Consumer products/retail: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1106,Flakt Woods Limited,GB,Machine & machine tools,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1107,Flowserve Corporation,US,Machine & machine tools,31,25,6,1.0,2,2,0.5,True,True,True,False,2025-07-01
1108,Ferrovial Construction (UK) Limited (formerly Ferrovial Agroman (UK) Limited),GB,Engineering,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1109,Ferrexpo plc,GB,Metals & steel;Mining,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1110,Punch Taverns Limited,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1111,QTS Group Ltd.,GB,Engineering,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1112,Qualcomm,US,"Technology: Electronics, Internet and telecom providers",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1113,WorleyParsons,AU,Engineering,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1114,Worldwide Fruit Ltd,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1115,Worldpay Inc.,US,Technology: Other,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1116,Worldline It Services UK Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1117,World Travel Centre Ltd,GB,Tourism,31,25,6,1.2,3,2,1.0,True,True,True,False,2025-07-01
1118,World Gold Council,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1119,World Fuel Services,US,"Oil, gas & coal",31,25,6,1.2,3,2,1.0,True,True,True,False,2025-07-01
1120,World First Uk Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1121,Qiagen Limited,GB,Health Sector: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1122,Queensgate Bow Opco Limited,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1123,Queen Mary University of London,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1124,Quattro Recruitment Ltd,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1125,Quarriers,GB,Charity/Non-Profit,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1126,BlackRock,US,"Auditing, consulting & accounting",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1127,BlackBerry,CA,"Technology: Electronics, Internet and telecom providers",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1128,Black and Veatch,US,"Auditing, consulting & accounting;Construction;Engineering",31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1129,Biwater,GB,Water companies,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1130,Birmingham Airport,GB,Airports,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1131,Provident Financial Group. PFG,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1132,Provide Community Interest Company,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1133,Prospects,GB,Recruitment agencies,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1134,Prominent (Europe) Limited,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1135,Promethean World Ltd,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1136,Proman Recruitment Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1137,Birketts LLP,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1138,Biotechnology and Biological Sciences Research Council,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1139,BioMarin Pharmaceutical Inc,US,Biotechnology,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1140,Profile Security Services Limited,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1141,Pure Gym Ltd,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1142,Production Resource Group (Europe) Ltd,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1143,Produce World Group Ltd,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1144,Produce Investments PLC,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1145,R Swain & Sons Ltd.,GB,Transport: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1146,Quiz plc,GB,Clothing & textile,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1147,Big Yellow Group plc,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1148,Quintessential Brands SA,LU,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1149,Quilter plc,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1150,"R.M.Curtis & Co.,Limited",GB,Consumer products/retail: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1151,R.J. Heathman (Contractors) Limited,GB,Engineering,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1152,R&M Electrical Group Limited,GB,"Technology: Electronics, Internet and telecom providers",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1153,Probrand Limited,GB,"Technology: Electronics, Internet and telecom providers",31,25,6,1.2,3,2,1.0,True,True,False,False,2025-07-01
1154,Proact IT UK Limited,GB,Technology: Other,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1155,Tripp Limited,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1156,TriosGroup Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1157,Blackburn Chemicals Limited,GB,Chemical: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1158,Berry Bros. & Rudd Limited,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1159,Berneslai Homes Limited,GB,Real estate: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1160,Bidfresh Holdings Limited,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1161,Beverage Services Limited,US,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1162,REHAU Limited,GB,Chemical: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1163,REA Holdings,GB,Palm trees & oil,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1164,RR Donnelley UK Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1165,RPS Group plc,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1166,Premier Oil,GB,"Oil, gas & coal",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1167,Principality Building Society,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1168,Primetals Technologies Ltd,GB,Metals & steel;Mining,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1169,Bloomberg,US,Media & publishing: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1170,Blackwell’s UK Limited,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1171,"Blackhawk Network Holdings, Inc.",US,Technology: Other,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1172,Primary Health Properties PLC,GB,Finance & banking;Real estate: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1173,Production Resource Group UK Ltd,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1174,Boparan Holdings Ltd,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1175,Portman Healthcare Limited,GB,Health and social care,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1176,Porterbrook Leasing Mid Company Limited,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1177,Portakabin Ltd,GB,Engineering,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1178,Porsche Cars Great Britain Ltd.,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1179,Prada,IT,Clothing & textile,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1180,Poundworld Retail Limited,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1181,Poundland Limited,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1182,Premier Foods,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1183,BlueBay Asset Management LLP,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1184,Bloor Homes Ltd,GB,Household products,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1185,Precision Colour Printing Ltd,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1186,Prestige Recruitment Specialists Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1187,Pressure Technologies Plc,GB,Energy,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1188,Premium Credit Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1189,Premier Paper Group Limited,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1190,Pontoon Europe Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1191,RPC Group plc,GB,Packaging,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1192,ROM Group Limited,GB,Metals & steel;Mining,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1193,RMPA Holdings Limited,GB,Real estate: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1194,Rackspace,Unknown,Technology: Software & web-based/digital services,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1195,Race Bank Wind Farm Limited,GB,Renewable energy,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1196,RWG (Repair & Overhauls) Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1197,Berendsen (formerly Sunlight),GB,Unknown,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1198,Benugo Limited,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1199,Bentley Motors Limited,GB,Automobile & other motor vehicles,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1200,Berry Recruitment Group Ltd.,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1201,RWC Partners Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1202,RTX (formerly Raytheon),US,Military/defence,31,25,6,1.1,3,2,0.667,True,True,False,False,2025-07-01
1203,Rail Safety and Standards Board Ltd,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1204,Portmeirion Group plc,GB,Household products,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1205,Boehringer Ingelheim,DE,Pharmaceutical,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1206,PhotoBox Group Ltd,GB,Technology: Software & web-based/digital services,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1207,Phoenix Software Limited,GB,Technology: Other,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1208,Pizza Hut UK LImited,GB,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1209,Pirelli,IT,Tire,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1210,Pinsent Masons LLP,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1211,Pinnacle Group Limited,GB,Real estate: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1212,Plexus Law Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1213,Playtech PLC,GB,Technology: Other,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1214,Boodle & Dunthorne,GB,Jewellery,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1215,Bonmarché (part of Sun Capital Partners),GB,Clothing & textile,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1216,Bombardier Transportation UK Ltd,GB,Machine & machine tools,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1217,Bouygues,FR,Construction,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1218,Boussard & Gavaudan Partners Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1219,Bournemouth University,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1220,Plastribution Limited,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1221,Plan International UK,GB,Charity/Non-Profit,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1222,Radley + Co Ltd,GB,Clothing & textile,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1223,Radius Systems Limited,GB,Building materials & equipment,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1224,Radius Payment Solutions Limited,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1225,Radisson Hospitality AB,BE,Tourism,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1226,Tricuro Support Ltd,GB,Health and social care,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1227,Tribal Group Plc,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1228,Belron UK Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1229,Belron International Limited,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1230,Rapha Racing,GB,Clothing & textile,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1231,Ransomes Jacobsen Limited,GB,Machine & machine tools,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1232,Bottomline Technologies Ltd,GB,Technology: Software & web-based/digital services,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1233,Boston Consulting Group UK LLP,GB,Services: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1234,Bostik Limited,GB,Chemical: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1235,Boss Design Limited,GB,Household products,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1236,Bose Limited,GB,Household products,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1237,Pickfords Move Management Limited,GB,Transport: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1238,Breheny Group Limited,GB,Engineering,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1239,Breedon Group plc,GB,Construction & building materials: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1240,Bread Holdings Limited,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1241,Pets at Home Group plc,GB,Retail,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1242,Petronas,MY,"Oil, gas & coal",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1243,Petroleum Experts Limited,GB,Technology: Other,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1244,Petroineos Fuels Limited,GB,"Oil, gas & coal",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1245,Petra Diamonds,Unknown,Unknown,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1246,Phoenix Energy Services Limited,GB,Utilities: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1247,Branston Limited,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1248,Brammer Limited,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1249,Philmar Holdings Ltd,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1250,Phillips 66,US,"Oil, gas & coal",31,25,6,1.1,3,2,0.667,True,True,True,False,2025-07-01
1251,Philips Electronics UK Limited,GB,"Technology: Electronics, Internet and telecom providers",31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1252,Philip Morris International,US,Tobacco,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1253,Phelan Construction Limited,GB,Engineering,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1254,Ramsay Health Care (UK) Ltd,GB,Health and social care,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1255,Real Life Options,GB,Health and social care,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1256,Real Good Food plc,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1257,Belfield Furnishings Ltd,GB,Household products,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1258,Belfast International Airport Ltd,GB,Freight handling,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1259,Bel,FR,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1260,Beko plc,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1261,Beeswax Dyson Farming Limited,GB,Food & beverage,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1262,Benchmark Holdings plc,GB,Pharmaceutical,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1263,Ready Egg Products Limited,GB,Consumer products/retail: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1264,Reach plc,GB,Media & publishing: General,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1265,Ravago S.A.,LU,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1266,Red Bull Racing,GB,Automobile & other motor vehicles,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1267,Briar Chemicals Limited,GB,Chemical: General,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1268,Brewin Dolphin Holdings PLC,GB,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
1269,Brentwood Borough Council,GB,Public Entities,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1270,Per-Scent Ltd,GB,Wholesale,31,25,6,1.2,2,2,1.0,True,True,False,False,2025-07-01
1271,Bridgepoint Group Limited,CA,Finance & banking,31,25,6,1.2,2,2,1.0,True,True,True,False,2025-07-01
